 1,29756,30936,1180
 2,31256,31308,52
 3,31344,31400,56
 4,31488,31520,32
 5,31568,31592,24
 6,31668,31696,28
 7,31752,31796,44
 8,31876,31912,36
 9,31960,31984,24
 10,32064,32096,32
 11,32176,32204,28
 12,32264,32296,32
 13,32356,32376,20
 14,32436,32456,20
 15,32504,32532,28
 16,32596,32632,36
 17,32692,32724,32
 18,32788,32824,36
 19,32876,32912,36
 20,32996,33100,104
 21,33136,33172,36
 22,33236,33264,28
 23,33340,33368,28
 24,33424,33464,40
 25,33520,33556,36
 26,33620,33644,24
 27,33700,33736,36
 28,33772,33804,32
 29,33876,33908,32
 30,33956,34032,76
 31,34080,34108,28
 32,34176,34204,28
 33,34260,34292,32
 34,34344,34368,24
 35,34444,34472,28
 36,34528,34564,36
 37,34724,34756,32
 38,34820,34848,28
 39,34912,34940,28
 40,35300,35336,36
 41,35384,35412,28
 42,35484,35524,40
 43,35580,35620,40
 44,35676,35700,24
 45,35764,35804,40
 46,35864,35892,28
 47,35952,35992,40
 48,36040,36072,32
 49,36144,36216,72
 50,36296,36320,24
 51,36372,36404,32
 52,36472,36512,40
 53,36580,36612,32
 54,36672,36708,36
 55,36776,36808,32
 56,36872,36908,36
 57,36956,36984,28
 58,37056,37088,32
 59,37148,37288,140
 60,37364,37404,40
 61,37464,37496,32
 62,37548,37584,36
 63,37688,37720,32
 64,37780,37808,28
 65,37892,37920,28
 66,37996,38036,40
 67,38096,38124,28
 68,38192,38236,44
 69,38308,38336,28
 70,38412,38440,28
 71,38504,38524,20
 72,38592,38636,44
 73,38700,38728,28
 74,38784,38812,28
 75,38884,38920,36
 76,38968,38992,24
 77,39052,39084,32
 78,39144,39180,36
 79,39232,39268,36
 80,39320,39348,28
 81,39420,39488,68
 82,39516,39556,40
 83,39624,39648,24
 84,39716,39752,36
 85,39832,39852,20
 86,39900,39932,32
 87,40024,40048,24
 88,40108,40156,48
 89,40192,40232,40
 90,40288,40320,32
 91,40388,40420,32
 92,40476,40516,40
 93,40852,40876,24
 94,40928,40960,32
 95,41020,41056,36
 96,41116,41160,44
 97,41216,41308,92
 98,41348,41380,32
 99,41444,41476,32
 100,41544,41576,32
 101,41652,41680,28
 102,41744,41780,36
 103,41856,41884,28
 104,41948,41972,24
 105,42024,42056,32
 106,42116,42152,36
 107,42208,42252,44
 108,42320,42356,36
 109,42412,42444,32
 110,42488,42516,28
 111,42584,42608,24
 112,42684,42720,36
 113,42788,42812,24
 114,42880,42904,24
 115,43056,43092,36
 116,43160,43220,60
 117,43248,43276,28
 118,43340,43364,24
 119,43420,43452,32
 120,43544,43580,36
 121,43592,43628,36
 122,43640,43760,120
 123,43840,43912,72
 124,43960,43984,24
 125,44044,44068,24
 126,44132,44176,44
 127,44240,44268,28
 128,44328,44360,32
 129,44420,44456,36
 130,44516,44548,32
 131,44596,44620,24
 132,44692,44720,28
 133,44780,44816,36
 134,44892,44920,28
 135,44976,45012,36
 136,45120,45148,28
 137,45208,45236,28
 138,45292,45336,44
 139,45388,45424,36
 140,45480,45512,32
 141,45576,45596,20
 142,45652,45696,44
 143,45756,45780,24
 144,45848,45876,28
 145,45952,46020,68
 146,46092,46120,28
 147,46196,46240,44
 148,46300,46356,56
 149,46668,46696,28
 150,46768,46812,44
 151,46880,46908,28
 152,46968,47000,32
 153,47040,47064,24
 154,47132,47164,32
 155,47216,47244,28
 156,47308,47336,28
 157,47404,47436,32
 158,47504,47544,40
 159,47608,47640,32
 160,47712,47744,32
 161,47820,47856,36
 162,47912,47940,28
 163,47996,48024,28
 164,48084,48116,32
 165,48176,48204,28
 166,48268,48304,36
 167,48364,48388,24
 168,48468,48496,28
 169,48556,48600,44
 170,48656,48684,28
 171,48756,48780,24
 172,48840,48864,24
 173,48936,48964,28
 174,49028,49060,32
 175,49132,49164,32
 176,49220,49252,32
 177,49324,49372,48
 178,49420,49456,36
 179,49516,49552,36
 180,49616,49680,64
 181,49708,49736,28
 182,49796,49824,28
 183,49892,49920,28
 184,50004,50036,32
 185,50100,50132,32
 186,50200,50228,28
 187,50312,50348,36
 188,50400,50432,32
 189,50500,50532,32
 190,50604,50676,72
 191,50720,50748,28
 192,50816,50848,32
 193,50916,50944,28
 194,50996,51024,28
 195,51080,51116,36
 196,51200,51248,48
 197,51572,51596,24
 198,51660,51680,20
 199,51732,51764,32
 200,51816,51844,28
