 1,29940,31132,1192
 2,31248,31264,16
 3,31444,31456,12
 4,31652,31660,8
 5,31852,31860,8
 6,32080,32096,16
 7,32312,32320,8
 8,32496,32504,8
 9,32732,32744,12
 10,32948,32956,8
 11,33200,33208,8
 12,33396,33416,20
 13,33580,33588,8
 14,33772,33796,24
 15,33976,33988,12
 16,34200,34232,32
 17,34232,34412,180
 18,34600,34612,12
 19,34804,34820,16
 20,35028,35088,60
 21,35284,35344,60
 22,35472,35480,8
 23,35620,35640,20
 24,35804,35860,56
 25,35988,35992,4
 26,36160,36224,64
 27,36372,36444,72
 28,36548,36612,64
 29,36608,36840,232
 30,37060,37212,152
 31,37256,37284,28
 32,37468,37496,28
 33,37648,37696,48
 34,37884,37912,28
 35,38108,38176,68
 36,38160,38664,504
